0.958806757,30.52867504,-26,16,16,3,81,62,500
0.891058848,30.41381265,21,22,29,2,55,35,2500
0.853301779,11.40175425,-3,-11,29,2,71,79,1500
0.880786296,23.85372088,-13,-20,28,2,78,72,500
0.865187922,21.09502311,21,2,20,2,93,79,2500
1.51253109,5.656854249,4,4,29,1,68,94,2500
0.96174969,19.10497317,-13,14,28,3,42,17,2500
0.963561659,27.89265136,7,27,29,3,59,68,2000
0.953001969,30.61045573,19,-24,14,3,53,65,1000
0.828907151,26.92582404,-10,25,28,1,85,27,2000
1.325966691,31.04834939,-8,-30,18,1,80,44,1000
0.878406986,21.9317122,-15,-16,27,2,50,39,1000
0.956829482,29.41088234,-9,-28,18,3,56,25,1500
0.715617776,23.70653918,-21,-11,30,1,46,62,1500
0.952590019,30.08321791,-29,8,29,3,96,44,1500
0.856264097,31.38470965,12,29,14,2,69,78,2000
0.952444278,16.03121954,-1,16,13,3,74,100,1000
0.956213254,10.44030651,10,-3,11,3,108,36,2500
0.896858704,14.14213562,14,-2,25,2,107,90,1000
0.893864988,29.68164416,-16,-25,25,2,93,34,500
0.961566448,31.32091953,-9,-30,16,3,92,31,500
0.939760028,22.82542442,-20,-11,15,1,55,61,2000
0.950704625,28.3019434,15,-24,14,3,40,73,1500
0.788086084,31.25699922,-4,-31,22,1,57,29,500
0.965875135,9.848857802,-4,9,30,3,49,58,1500
0.891372205,19.23538406,9,17,29,2,55,84,2000
1.014432576,19.41648784,16,11,11,1,92,35,2000
0.961295725,18.43908891,12,-14,18,3,84,86,1000
0.854411508,26.92582404,-26,7,25,2,105,53,1500
0.88300709,27.58622845,-19,20,12,2,47,85,1500
0.969041251,22.82542442,-20,-11,15,3,40,50,500
1.448267567,13.89244399,7,-12,21,1,63,22,1000
0.681310777,24.08318916,16,-18,23,1,62,95,2000
0.887733484,22.20360331,-22,3,12,2,61,32,2000
1.00354525,21.58703314,-5,-21,22,1,50,81,2500
0.958492254,26.07680962,-22,-14,17,3,101,98,2500
0.962378608,30.47950131,20,-23,16,3,105,77,1500
1.572302173,25.94224354,12,-23,21,1,69,83,1500
1.061265528,18.60107524,11,15,13,1,101,42,2500
0.867637122,16.76305461,16,5,15,2,42,82,2500
0.966924835,11.66190379,10,6,25,3,60,16,2000
0.890693478,29.54657341,12,-27,21,2,86,21,1000
0.990301284,18.68154169,5,-18,20,1,102,71,1000
1.129787424,27.20294102,-26,8,19,1,41,15,1500
1.429968708,22.6715681,15,-17,21,1,53,48,1500
1.295411613,23.60084744,19,14,28,1,71,92,1500
1.351028153,28.7923601,10,27,17,1,60,50,1500
1.679783901,29.83286778,-23,19,11,1,45,56,2000
0.790362391,13.41640786,-6,-12,20,1,90,69,1000
1.009115313,13.60147051,8,-11,16,1,64,93,1500
1.436472741,21.84032967,6,21,24,1,100,69,1000
0.953356423,11,0,-11,13,3,69,22,2000
0.958369285,8,8,0,19,3,61,82,1500
0.967567017,27.29468813,-27,-4,16,1,47,72,500
0.950930254,23.76972865,9,-22,20,3,60,49,2000
0.877146565,4.123105626,4,1,29,1,40,57,1500
0.890609349,26.17250466,-26,3,27,2,42,100,1000
0.959209672,24,0,24,11,3,81,45,500
1.170882031,21.37755833,-21,4,12,1,72,41,2500
0.89838637,23.85372088,-13,20,21,2,44,72,1500
0.851539941,11.66190379,6,10,27,2,84,76,2000
1.592579103,31.38470965,16,27,28,1,99,91,1000
0.853070608,20.51828453,-15,-14,19,2,63,82,2500
0.960526362,28.63564213,28,-6,13,3,47,79,1000
0.896116039,24.18677324,21,12,25,2,69,98,2000
1.508966902,23.2594067,-10,21,15,1,68,43,2000
0.960238953,31.38470965,27,16,11,3,99,91,2500
0.859353038,25.49509757,5,25,23,2,94,63,500
0.98336453,30.2654919,-4,-30,26,1,104,65,1500
0.964040338,26.41968963,23,-13,11,3,50,29,500
0.863820211,31.6227766,-18,26,12,2,66,26,2500
0.770631464,27.65863337,-6,27,15,1,91,19,1000
0.94762581,23.08679276,-2,-23,19,1,44,63,2000
0.963546837,27.65863337,21,-18,13,3,75,77,1500
0.877920896,12.64911064,-4,-12,25,2,58,91,2500
0.956539148,25,24,-7,16,3,84,98,2000
0.861720396,30.41381265,-22,-21,18,2,61,44,1500
0.865212758,31.144823,-31,3,20,2,82,91,2000
0.861401255,28.86173938,-7,-28,19,2,62,100,2500
0.965905077,6.708203932,-3,6,26,3,55,71,2000
